"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"538","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,1,"0","0","1","1","0","1","1","0",4,4,2,1,1,3,12,11,10,10
"539","GP","M",16,"U","GT3","T",2,3,"other","other","course","mother",2,3,0,"0","1","0","0","0","1","1","1",3,2,3,2,2,1,4,13,12,13
"540","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"0","0","0","0","1","1","1","0",5,3,3,1,1,3,0,13,12,12
"541","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"0","0","0","0","1","1","1","0",5,3,3,1,1,3,0,13,14,14
"542","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"0","1","1","0","1","1","1","0",4,3,2,1,1,5,0,13,15,15
"543","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"0","1","0","0","1","1","1","0",4,3,2,1,1,5,2,13,11,11
"544","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"0","0","0","1","1","1","0","0",5,3,2,2,2,5,0,13,13,14
"545","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"0","0","0","1","1","1","0","0",5,3,2,2,2,5,2,12,12,14
"546","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"0","0","0","1","1","1","1","1",5,3,3,1,3,2,0,12,12,12
"547","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"0","0","0","1","1","1","1","1",5,3,3,1,3,2,10,11,9,10
"548","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"0","1","1","0","0","1","1","0",5,4,3,1,1,5,0,12,14,15
"549","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"0","1","0","0","0","1","1","0",5,4,3,1,1,5,4,12,12,12
"550","GP","M",16,"U","GT3","T",3,2,"services","services","course","mother",2,1,1,"0","1","0","1","0","0","0","0",4,5,2,1,1,2,16,12,11,12
"551","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,0,"1","1","0","0","0","1","1","0",5,3,3,1,3,2,6,7,10,10
"552","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,1,"1","1","0","0","0","1","1","0",5,3,3,1,3,2,4,9,11,10
"553","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"0","1","1","0","1","1","1","1",4,5,5,4,4,5,4,10,12,12
"554","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"0","1","0","0","1","1","1","1",4,5,5,4,4,5,0,10,10,1
"555","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,0,"0","0","0","1","1","1","1","0",5,4,2,1,1,5,0,13,14,13
"556","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,0,"0","0","0","1","1","1","1","0",5,4,2,1,1,5,6,14,14,15
"557","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"0","1","0","1","1","1","1","0",5,3,3,1,1,5,2,16,18,18
"558","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"0","1","0","1","1","1","1","0",5,3,3,1,1,5,4,13,14,14
"559","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"0","0","1","1","1","1","1","1",4,2,3,1,2,3,2,12,13,12
"560","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"0","0","0","1","1","1","1","1",4,2,3,1,2,3,0,11,12,13
"561","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,1,"0","1","0","1","0","1","1","0",3,4,5,2,4,2,4,9,9,10
"562","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,2,"0","1","0","1","0","1","1","0",3,4,5,2,4,2,0,6,5,0
"563","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"0","0","0","1","1","1","1","0",4,2,2,1,1,2,2,17,17,17
"564","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"0","0","0","1","1","1","1","0",4,2,2,1,1,2,4,19,19,20
"565","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",3,4,3,2,3,3,4,11,10,11
"566","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",3,4,3,2,3,3,10,9,8,8
"567","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"0","1","0","1","1","1","1","0",3,4,4,1,4,5,4,12,13,13
"568","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"0","1","0","1","1","1","1","0",3,4,4,1,4,5,18,14,11,13
"569","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"0","1","1","1","1","1","1","0",4,2,4,2,4,1,2,14,13,13
"570","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"0","1","0","1","1","1","1","0",4,2,4,2,4,1,0,13,13,14
"571","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"0","0","1","1","1","1","1","0",5,3,2,1,2,5,4,14,15,15
"572","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,3,2,1,2,5,0,13,12,12
"573","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,3,0,"0","1","0","1","1","1","1","0",5,3,3,1,3,5,0,15,13,13
"574","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,0,"1","1","1","1","1","1","1","0",4,5,5,5,5,4,14,7,7,5
"575","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,0,"1","1","0","1","1","1","1","0",4,5,5,5,5,4,12,9,9,8
"576","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"0","1","0","1","1","1","1","1",4,4,3,1,1,4,0,16,16,16
"577","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"0","1","0","1","1","1","1","1",4,4,3,1,1,4,0,16,17,17
"578","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",5,4,4,1,2,5,2,15,15,16
"579","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",5,4,4,1,2,5,6,16,14,14
"580","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","1","0","0","1","0","1","1",3,3,2,2,1,5,0,7,6,0
"581","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","1","0","0","1","0","1","1",3,3,2,2,1,5,16,9,9,8
"582","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"0","1","1","1","1","1","1","1",4,4,5,5,5,5,4,12,11,12
"583","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"0","1","1","1","1","1","1","1",4,4,5,5,5,5,16,10,12,11
"584","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"1","1","1","1","1","1","1","0",5,3,3,1,1,5,2,12,12,13
"585","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"1","1","0","1","1","1","1","0",5,3,3,1,1,5,4,11,11,11
"586","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","0","1","1","0","0",4,1,3,3,5,5,6,9,9,10
"587","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","0","1","1","0","0",4,1,3,3,5,5,18,8,6,7
"588","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","1","0","1","1","1","0",3,4,2,1,1,5,18,9,7,6
"589","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","0","0","1","1","1","0",3,4,2,1,1,5,2,9,9,9
"590","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,1,"0","0","0","0","1","1","0","1",4,4,4,1,3,5,0,14,12,12
"591","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,2,"0","0","0","0","1","1","0","1",4,4,4,1,3,5,0,10,10,10
"592","GP","M",16,"U","LE3","T",1,2,"health","services","course","mother",2,1,2,"0","0","0","0","0","1","1","0",4,4,5,3,5,5,0,9,8,10
"593","GP","M",16,"U","LE3","T",1,2,"other","other","course","mother",2,1,1,"0","0","0","1","1","1","0","0",4,4,4,2,4,5,0,7,0,0
"594","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"0","0","0","1","1","1","0","1",4,4,4,3,5,5,6,9,10,10
"595","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"0","0","0","1","1","1","0","1",4,4,4,3,5,5,6,12,13,14
"596","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"0","0","1","1","1","1","1","1",4,2,3,1,2,5,0,15,15,15
"597","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"0","0","0","1","1","1","1","1",4,2,3,1,2,5,0,13,14,16
"598","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,4,1,1,3,0,12,12,11
"599","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,4,1,1,3,0,13,12,13
"600","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",5,4,4,2,4,5,0,13,13,12
"601","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",5,4,4,2,4,5,2,10,10,10
"602","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,0,"0","1","0","1","1","1","1","0",2,3,3,2,2,2,4,12,11,11
"603","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,2,"0","1","0","1","1","1","1","0",2,3,3,2,2,2,8,9,9,9
"604","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"0","0","0","1","1","1","1","0",4,5,1,1,3,5,0,12,13,14
"605","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"0","0","0","1","1","1","1","0",4,5,1,1,3,5,2,15,15,16
"606","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,0,"0","0","1","1","1","1","1","0",3,1,3,1,3,5,4,8,10,10
"607","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,0,"0","0","0","1","1","1","1","0",3,1,3,1,3,5,6,12,12,12
"608","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"0","1","1","1","1","1","1","0",5,4,2,1,2,5,10,15,15,15
"609","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",5,4,2,1,2,5,6,12,12,13
"610","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"0","0","0","1","0","1","1","0",5,4,5,1,1,3,0,6,0,0
"611","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"0","0","0","1","0","1","1","0",5,4,5,1,1,3,7,14,14,15
"612","GP","M",17,"R","GT3","T",1,1,"other","other","home","father",2,3,0,"0","0","0","0","0","1","1","1",4,3,3,1,1,1,2,13,14,15
"613","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"0","1","1","1","0","1","0","1",3,5,2,2,2,1,2,15,14,14
"614","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"0","1","0","1","0","1","0","1",3,5,2,2,2,1,2,16,17,18
"615","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"0","0","0","0","1","1","0","0",3,1,3,1,5,3,4,8,9,10
"616","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"0","0","0","0","1","1","0","0",3,1,3,1,5,3,6,9,9,10
"617","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,1,"0","1","0","1","1","1","1","0",5,2,4,1,4,5,14,12,11,11
"618","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,1,"0","1","0","1","1","1","1","0",5,2,4,1,4,5,20,9,7,8
"619","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"0","0","0","0","0","1","1","0",4,4,2,2,4,5,0,8,12,12
"620","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"0","0","0","0","0","1","1","0",4,4,2,2,4,5,0,12,12,13
"621","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"0","1","1","1","1","1","1","0",4,5,2,1,1,1,4,11,11,11
"622","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"0","1","0","1","1","1","1","0",4,5,2,1,1,1,0,12,13,13
"623","GP","M",17,"R","GT3","T",2,2,"other","services","other","mother",2,1,0,"0","0","0","0","0","0","0","0",5,2,2,1,1,4,0,9,10,10
"624","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"0","1","0","0","1","1","1","0",4,4,5,5,5,4,2,11,10,10
"625","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"0","1","0","0","1","1","1","0",4,4,5,5,5,4,8,11,10,10
"626","GP","M",17,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"1","1","0","0","1","1","1","1",4,4,4,1,4,3,4,7,6,8
"627","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,0,"0","0","0","0","1","1","0","0",5,4,5,2,4,5,0,10,0,0
"628","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,0,"0","0","0","0","1","1","0","0",5,4,5,2,4,5,2,10,9,10
"629","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"0","1","1","0","1","1","1","0",3,3,3,2,3,4,2,10,11,12
"630","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"0","1","0","0","1","1","1","0",3,3,3,2,3,4,0,12,12,12
"631","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,0,"0","0","0","1","1","0","0","1",5,3,5,1,5,5,0,8,8,8
"632","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,3,"0","0","0","1","1","0","0","1",5,3,5,1,5,5,0,5,8,7
"633","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,0,"0","0","0","0","1","1","0","0",2,2,2,3,3,5,8,16,12,13
"634","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,3,"0","0","0","0","1","1","0","0",2,2,2,3,3,5,14,9,8,10
"635","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,1,"0","0","1","1","1","0","1","1",3,3,2,2,2,5,8,8,8,9
"636","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,2,"0","0","0","1","1","0","1","1",3,3,2,2,2,5,0,7,6,0
"637","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"0","0","1","0","0","1","1","0",4,3,3,1,2,4,2,12,10,11
"638","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"0","0","0","0","0","1","1","0",4,3,3,1,2,4,0,12,12,12
"639","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"0","0","1","1","0","1","1","0",4,4,4,4,5,5,12,7,8,8
"640","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"0","0","0","1","0","1","1","0",4,4,4,4,5,5,16,10,11,12
"641","GP","M",17,"U","GT3","T",1,3,"at_home","services","course","father",1,1,0,"0","0","0","0","1","0","1","0",5,3,3,1,4,2,2,10,10,10
"642","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"0","1","0","0","1","1","1","0",5,4,5,1,2,5,22,9,7,6
"643","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,3,"0","1","0","0","1","1","1","0",5,4,5,1,2,5,0,5,0,0
"644","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"1","1","0","1","1","0","1","0",4,5,1,1,1,3,0,9,9,10
"645","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"1","1","0","1","1","0","1","0",4,5,1,1,1,3,2,8,8,10
"646","GP","M",17,"U","GT3","T",2,2,"other","other","home","father",2,1,0,"0","0","0","0","1","0","1","0",4,4,4,2,3,4,8,8,8,9
"647","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"0","0","0","0","1","1","1","0",5,2,2,1,1,2,2,9,12,13
"648","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"0","0","0","0","1","1","1","0",5,2,2,1,1,2,4,12,12,13
"649","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"0","0","1","1","1","1","1","1",5,4,4,3,4,5,2,9,9,10
"650","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"0","0","0","1","1","1","1","1",5,4,4,3,4,5,0,11,11,14
"651","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"0","1","1","1","1","1","1","0",5,5,5,2,4,5,2,8,8,7
"652","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"0","1","0","1","1","1","1","0",5,5,5,2,4,5,16,6,5,5
"653","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",2,1,3,"0","1","0","1","0","0","0","0",4,5,2,1,1,2,10,8,7,8
"654","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"0","1","1","0","1","1","1","0",4,4,3,1,3,5,4,14,12,11
"655","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"0","1","0","0","1","1","1","0",4,4,3,1,3,5,0,14,15,15
"656","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,0,"0","0","0","1","0","1","1","0",4,3,4,1,4,4,4,6,5,6
"657","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,0,"0","0","0","1","0","1","1","0",4,3,4,1,4,4,4,11,9,10
"658","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"0","0","0","1","0","1","1","0",4,3,5,3,5,5,0,17,18,17
"659","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"0","0","0","1","0","1","1","0",4,3,5,3,5,5,3,14,15,16
"660","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"0","1","0","1","1","1","1","1",4,3,4,2,3,4,6,11,13,14
"661","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"0","1","0","1","1","1","1","1",4,3,4,2,3,4,12,12,12,11
"662","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"0","1","1","1","1","1","1","1",5,2,3,1,1,2,4,11,11,13
"663","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"0","1","0","1","1","1","1","1",5,2,3,1,1,2,4,10,10,11
"664","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"0","0","0","0","1","1","1","0",5,2,3,1,2,5,4,13,13,14
"665","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"0","0","0","0","1","1","1","0",5,2,3,1,2,5,4,17,15,16
"666","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","1","0","1","0","1","1","0",4,2,1,1,2,5,6,10,8,9
"667","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"1","1","0","1","1","1","1","1",4,5,5,1,3,2,0,13,13,13
"668","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"1","1","0","1","1","1","1","1",4,5,5,1,3,2,14,11,9,9
"669","GP","M",17,"U","LE3","A",3,2,"other","other","reputation","mother",1,2,0,"0","1","0","0","1","1","1","0",4,4,4,1,2,5,10,16,18,18
"670","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,0,"0","0","0","0","1","1","1","0",4,4,4,3,4,3,18,13,13,13
"671","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,1,"0","0","0","0","1","1","1","0",4,4,4,3,4,3,19,11,9,10
"672","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"0","0","1","1","1","1","1","1",4,5,4,2,4,5,30,8,8,8
"673","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"0","0","0","1","1","1","1","1",4,5,4,2,4,5,22,11,11,10
"674","GP","M",17,"U","LE3","A",4,4,"health","other","reputation","mother",1,3,0,"0","1","0","0","1","1","1","0",4,4,2,1,2,4,2,12,15,15
"675","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"0","1","0","1","1","1","1","0",4,4,4,1,2,5,0,9,10,10
"676","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"0","1","0","1","1","1","1","0",4,4,4,1,2,5,2,7,9,8
"677","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"0","0","1","1","0","1","1","1",4,4,2,5,5,4,4,14,13,13
"678","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"0","0","0","1","0","1","1","1",4,4,2,5,5,4,0,16,16,16
"679","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"0","1","1","0","0","1","1","0",5,3,3,1,3,3,2,12,11,12
"680","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"0","1","0","0","0","1","1","0",5,3,3,1,3,3,0,10,11,11
"681","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"0","0","0","1","1","1","1","1",2,5,5,1,4,5,8,15,15,15
"682","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"0","0","0","1","1","1","1","1",2,5,5,1,4,5,14,12,12,12
"683","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"0","0","1","1","1","1","1","0",4,4,4,4,4,4,4,10,9,9
"684","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"0","0","0","1","1","1","1","0",4,4,4,4,4,4,0,10,11,11
"685","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"0","0","1","0","1","1","1","0",4,1,1,2,2,5,0,11,11,10
"686","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"0","0","0","0","1","1","1","0",4,1,1,2,2,5,0,12,13,13
"687","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"0","1","1","0","1","1","1","1",5,3,5,4,5,3,13,12,12,13
"688","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",5,3,5,4,5,3,15,13,12,12
"689","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"0","1","1","1","1","1","1","0",4,4,4,1,3,5,0,13,11,10
"690","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",4,4,4,1,3,5,0,11,9,10
"691","GP","M",18,"R","GT3","T",2,2,"services","other","reputation","mother",1,1,2,"0","1","0","1","1","1","1","0",3,3,3,1,2,4,0,7,4,0
"692","GP","M",18,"R","GT3","T",2,3,"other","services","reputation","father",1,1,0,"0","0","0","0","1","1","1","0",3,1,3,4,5,4,13,13,14,14
"693","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"0","0","0","1","0","1","0","0",5,3,2,1,1,3,1,13,12,12
"694","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"0","0","0","1","0","1","0","0",5,3,2,1,1,3,2,10,11,12
"695","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"0","0","0","0","1","1","1","1",5,3,2,1,2,4,4,15,14,17
"696","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"0","0","0","0","1","1","1","1",5,3,2,1,2,4,9,16,15,16
"697","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"0","1","1","1","1","1","1","0",4,2,5,3,4,1,13,17,17,17
"698","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,2,5,3,4,1,6,15,16,16
"699","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"0","1","1","1","1","1","1","0",5,4,2,1,1,4,8,14,13,14
"700","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"0","1","0","1","1","1","1","0",5,4,2,1,1,4,0,14,15,15
"701","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,0,"0","1","0","0","1","1","1","1",4,3,3,1,3,5,8,10,9,10
"702","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,1,"0","1","0","0","1","1","1","1",4,3,3,1,3,5,8,3,5,5
"703","GP","M",18,"U","GT3","T",1,2,"at_home","other","home","other",2,1,0,"0","0","0","0","0","0","1","0",3,4,4,2,4,4,10,10,10,11
"704","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"0","0","0","1","1","1","1","0",5,2,4,1,2,4,2,16,16,16
"705","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"0","0","0","1","1","1","1","0",5,2,4,1,2,4,8,15,14,14
"706","GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,1,"0","0","0","0","0","0","1","0",3,2,5,2,5,5,4,6,9,8
"707","GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,2,"0","0","0","0","0","0","1","0",3,2,5,2,5,5,4,7,8,6
"708","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"0","0","1","1","1","1","1","0",4,2,4,1,3,2,6,15,14,14
"709","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"0","0","0","1","1","1","1","0",4,2,4,1,3,2,0,14,15,15
"710","GP","M",18,"U","GT3","T",2,2,"other","at_home","course","other",1,1,1,"0","1","0","1","0","0","1","1",4,4,3,2,2,1,26,7,8,8
"711","GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,0,"0","1","1","0","1","1","1","0",3,3,3,5,5,4,0,12,13,13
"712","GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,3,"0","1","1","0","1","1","1","0",3,3,3,5,5,4,9,10,9,10
"713","GP","M",18,"U","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"0","0","0","0","0","1","1","0",5,4,2,1,2,5,6,15,14,15
"714","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,0,"0","0","0","0","1","0","1","0",5,5,4,3,5,2,16,8,7,8
"715","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,1,"0","0","0","0","1","0","1","0",5,5,4,3,5,2,0,7,7,0
"716","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,0,"0","1","0","1","1","1","1","0",4,4,4,2,4,5,10,12,11,11
"717","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,1,"0","1","1","1","1","1","1","0",4,4,4,2,4,5,15,6,7,8
