"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","id"
"523","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"0","1","1","1","1","1","1","0",3,3,4,3,5,3,8,9,9,10,523
"524","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"0","1","0","1","1","1","1","0",3,3,4,3,5,3,16,10,11,12,524
"525","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"0","0","1","0","0","1","1","0",4,3,2,2,4,5,0,13,15,15,525
"526","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"0","0","0","0","0","1","1","0",4,3,2,2,4,5,0,11,12,11,526
"527","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"0","1","1","1","1","1","1","1",4,3,2,1,1,3,2,13,15,16,527
"528","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","1",4,3,2,1,1,3,0,16,17,18,528
"529","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"0","1","1","1","1","1","1","1",3,3,3,1,2,3,2,11,12,11,529
"530","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"0","1","0","1","1","1","1","1",3,3,3,1,2,3,0,10,9,11,530
"531","GP","M",16,"U","GT3","T",1,3,"at_home","services","course","father",1,1,1,"0","0","0","0","1","0","1","0",5,3,3,1,4,2,2,9,8,8,531
"532","GP","M",16,"U","GT3","T",2,1,"at_home","other","course","mother",4,1,0,"0","0","0","0","1","1","0","0",3,2,1,1,1,2,4,9,9,11,532
"533","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"0","0","0","0","1","1","1","0",4,3,3,1,1,4,6,18,18,18,533
"534","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"0","0","0","0","1","1","1","0",4,3,3,1,1,4,7,15,16,16,534
"535","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"0","0","0","0","1","0","1","0",4,3,5,2,4,4,0,9,10,11,535
"536","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"0","0","0","0","1","0","1","0",4,3,5,2,4,4,4,10,10,10,536
"537","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,0,"0","0","0","1","0","1","1","0",4,4,2,1,1,3,6,12,10,11,537
"538","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,1,"0","0","1","1","0","1","1","0",4,4,2,1,1,3,12,11,10,10,538
"539","GP","M",16,"U","GT3","T",2,3,"other","other","course","mother",2,3,0,"0","1","0","0","0","1","1","1",3,2,3,2,2,1,4,13,12,13,539
"540","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"0","0","0","0","1","1","1","0",5,3,3,1,1,3,0,13,12,12,540
"541","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"0","0","0","0","1","1","1","0",5,3,3,1,1,3,0,13,14,14,541
"542","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"0","1","1","0","1","1","1","0",4,3,2,1,1,5,0,13,15,15,542
"543","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"0","1","0","0","1","1","1","0",4,3,2,1,1,5,2,13,11,11,543
"544","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"0","0","0","1","1","1","0","0",5,3,2,2,2,5,0,13,13,14,544
"545","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"0","0","0","1","1","1","0","0",5,3,2,2,2,5,2,12,12,14,545
"546","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"0","0","0","1","1","1","1","1",5,3,3,1,3,2,0,12,12,12,546
"547","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"0","0","0","1","1","1","1","1",5,3,3,1,3,2,10,11,9,10,547
"548","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"0","1","1","0","0","1","1","0",5,4,3,1,1,5,0,12,14,15,548
"549","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"0","1","0","0","0","1","1","0",5,4,3,1,1,5,4,12,12,12,549
"550","GP","M",16,"U","GT3","T",3,2,"services","services","course","mother",2,1,1,"0","1","0","1","0","0","0","0",4,5,2,1,1,2,16,12,11,12,550
"551","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,0,"1","1","0","0","0","1","1","0",5,3,3,1,3,2,6,7,10,10,551
"552","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,1,"1","1","0","0","0","1","1","0",5,3,3,1,3,2,4,9,11,10,552
"553","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"0","1","1","0","1","1","1","1",4,5,5,4,4,5,4,10,12,12,553
"554","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"0","1","0","0","1","1","1","1",4,5,5,4,4,5,0,10,10,1,554
"555","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,0,"0","0","0","1","1","1","1","0",5,4,2,1,1,5,0,13,14,13,555
"556","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,0,"0","0","0","1","1","1","1","0",5,4,2,1,1,5,6,14,14,15,556
"557","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"0","1","0","1","1","1","1","0",5,3,3,1,1,5,2,16,18,18,557
"558","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"0","1","0","1","1","1","1","0",5,3,3,1,1,5,4,13,14,14,558
"559","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"0","0","1","1","1","1","1","1",4,2,3,1,2,3,2,12,13,12,559
"560","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"0","0","0","1","1","1","1","1",4,2,3,1,2,3,0,11,12,13,560
"561","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,1,"0","1","0","1","0","1","1","0",3,4,5,2,4,2,4,9,9,10,561
"562","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,2,"0","1","0","1","0","1","1","0",3,4,5,2,4,2,0,6,5,0,562
"563","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"0","0","0","1","1","1","1","0",4,2,2,1,1,2,2,17,17,17,563
"564","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"0","0","0","1","1","1","1","0",4,2,2,1,1,2,4,19,19,20,564
"565","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",3,4,3,2,3,3,4,11,10,11,565
"566","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",3,4,3,2,3,3,10,9,8,8,566
"567","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"0","1","0","1","1","1","1","0",3,4,4,1,4,5,4,12,13,13,567
"568","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"0","1","0","1","1","1","1","0",3,4,4,1,4,5,18,14,11,13,568
"569","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"0","1","1","1","1","1","1","0",4,2,4,2,4,1,2,14,13,13,569
"570","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"0","1","0","1","1","1","1","0",4,2,4,2,4,1,0,13,13,14,570
"571","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"0","0","1","1","1","1","1","0",5,3,2,1,2,5,4,14,15,15,571
"572","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,3,2,1,2,5,0,13,12,12,572
"573","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,3,0,"0","1","0","1","1","1","1","0",5,3,3,1,3,5,0,15,13,13,573
"574","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,0,"1","1","1","1","1","1","1","0",4,5,5,5,5,4,14,7,7,5,574
"575","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,0,"1","1","0","1","1","1","1","0",4,5,5,5,5,4,12,9,9,8,575
"576","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"0","1","0","1","1","1","1","1",4,4,3,1,1,4,0,16,16,16,576
"577","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"0","1","0","1","1","1","1","1",4,4,3,1,1,4,0,16,17,17,577
"578","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",5,4,4,1,2,5,2,15,15,16,578
"579","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",5,4,4,1,2,5,6,16,14,14,579
"580","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","1","0","0","1","0","1","1",3,3,2,2,1,5,0,7,6,0,580
"581","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","1","0","0","1","0","1","1",3,3,2,2,1,5,16,9,9,8,581
"582","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"0","1","1","1","1","1","1","1",4,4,5,5,5,5,4,12,11,12,582
"583","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"0","1","1","1","1","1","1","1",4,4,5,5,5,5,16,10,12,11,583
"584","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"1","1","1","1","1","1","1","0",5,3,3,1,1,5,2,12,12,13,584
"585","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"1","1","0","1","1","1","1","0",5,3,3,1,1,5,4,11,11,11,585
"586","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","0","1","1","0","0",4,1,3,3,5,5,6,9,9,10,586
"587","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","0","1","1","0","0",4,1,3,3,5,5,18,8,6,7,587
"588","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","1","0","1","1","1","0",3,4,2,1,1,5,18,9,7,6,588
"589","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","0","0","1","1","1","0",3,4,2,1,1,5,2,9,9,9,589
"590","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,1,"0","0","0","0","1","1","0","1",4,4,4,1,3,5,0,14,12,12,590
"591","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,2,"0","0","0","0","1","1","0","1",4,4,4,1,3,5,0,10,10,10,591
"592","GP","M",16,"U","LE3","T",1,2,"health","services","course","mother",2,1,2,"0","0","0","0","0","1","1","0",4,4,5,3,5,5,0,9,8,10,592
"593","GP","M",16,"U","LE3","T",1,2,"other","other","course","mother",2,1,1,"0","0","0","1","1","1","0","0",4,4,4,2,4,5,0,7,0,0,593
"594","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"0","0","0","1","1","1","0","1",4,4,4,3,5,5,6,9,10,10,594
"595","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"0","0","0","1","1","1","0","1",4,4,4,3,5,5,6,12,13,14,595
"596","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"0","0","1","1","1","1","1","1",4,2,3,1,2,5,0,15,15,15,596
"597","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"0","0","0","1","1","1","1","1",4,2,3,1,2,5,0,13,14,16,597
"598","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,4,1,1,3,0,12,12,11,598
"599","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,4,1,1,3,0,13,12,13,599
"600","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",5,4,4,2,4,5,0,13,13,12,600
"601","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",5,4,4,2,4,5,2,10,10,10,601
"602","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,0,"0","1","0","1","1","1","1","0",2,3,3,2,2,2,4,12,11,11,602
"603","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,2,"0","1","0","1","1","1","1","0",2,3,3,2,2,2,8,9,9,9,603
"604","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"0","0","0","1","1","1","1","0",4,5,1,1,3,5,0,12,13,14,604
"605","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"0","0","0","1","1","1","1","0",4,5,1,1,3,5,2,15,15,16,605
"606","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,0,"0","0","1","1","1","1","1","0",3,1,3,1,3,5,4,8,10,10,606
"607","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,0,"0","0","0","1","1","1","1","0",3,1,3,1,3,5,6,12,12,12,607
"608","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"0","1","1","1","1","1","1","0",5,4,2,1,2,5,10,15,15,15,608
"609","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",5,4,2,1,2,5,6,12,12,13,609
"610","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"0","0","0","1","0","1","1","0",5,4,5,1,1,3,0,6,0,0,610
"611","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"0","0","0","1","0","1","1","0",5,4,5,1,1,3,7,14,14,15,611
"612","GP","M",17,"R","GT3","T",1,1,"other","other","home","father",2,3,0,"0","0","0","0","0","1","1","1",4,3,3,1,1,1,2,13,14,15,612
"613","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"0","1","1","1","0","1","0","1",3,5,2,2,2,1,2,15,14,14,613
"614","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"0","1","0","1","0","1","0","1",3,5,2,2,2,1,2,16,17,18,614
"615","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"0","0","0","0","1","1","0","0",3,1,3,1,5,3,4,8,9,10,615
"616","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"0","0","0","0","1","1","0","0",3,1,3,1,5,3,6,9,9,10,616
"617","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,1,"0","1","0","1","1","1","1","0",5,2,4,1,4,5,14,12,11,11,617
"618","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,1,"0","1","0","1","1","1","1","0",5,2,4,1,4,5,20,9,7,8,618
"619","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"0","0","0","0","0","1","1","0",4,4,2,2,4,5,0,8,12,12,619
"620","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"0","0","0","0","0","1","1","0",4,4,2,2,4,5,0,12,12,13,620
"621","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"0","1","1","1","1","1","1","0",4,5,2,1,1,1,4,11,11,11,621
"622","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"0","1","0","1","1","1","1","0",4,5,2,1,1,1,0,12,13,13,622
"623","GP","M",17,"R","GT3","T",2,2,"other","services","other","mother",2,1,0,"0","0","0","0","0","0","0","0",5,2,2,1,1,4,0,9,10,10,623
"624","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"0","1","0","0","1","1","1","0",4,4,5,5,5,4,2,11,10,10,624
"625","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"0","1","0","0","1","1","1","0",4,4,5,5,5,4,8,11,10,10,625
"626","GP","M",17,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"1","1","0","0","1","1","1","1",4,4,4,1,4,3,4,7,6,8,626
"627","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,0,"0","0","0","0","1","1","0","0",5,4,5,2,4,5,0,10,0,0,627
"628","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,0,"0","0","0","0","1","1","0","0",5,4,5,2,4,5,2,10,9,10,628
"629","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"0","1","1","0","1","1","1","0",3,3,3,2,3,4,2,10,11,12,629
"630","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"0","1","0","0","1","1","1","0",3,3,3,2,3,4,0,12,12,12,630
"631","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,0,"0","0","0","1","1","0","0","1",5,3,5,1,5,5,0,8,8,8,631
"632","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,3,"0","0","0","1","1","0","0","1",5,3,5,1,5,5,0,5,8,7,632
"633","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,0,"0","0","0","0","1","1","0","0",2,2,2,3,3,5,8,16,12,13,633
"634","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,3,"0","0","0","0","1","1","0","0",2,2,2,3,3,5,14,9,8,10,634
"635","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,1,"0","0","1","1","1","0","1","1",3,3,2,2,2,5,8,8,8,9,635
"636","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,2,"0","0","0","1","1","0","1","1",3,3,2,2,2,5,0,7,6,0,636
"637","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"0","0","1","0","0","1","1","0",4,3,3,1,2,4,2,12,10,11,637
"638","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"0","0","0","0","0","1","1","0",4,3,3,1,2,4,0,12,12,12,638
"639","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"0","0","1","1","0","1","1","0",4,4,4,4,5,5,12,7,8,8,639
"640","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"0","0","0","1","0","1","1","0",4,4,4,4,5,5,16,10,11,12,640
"641","GP","M",17,"U","GT3","T",1,3,"at_home","services","course","father",1,1,0,"0","0","0","0","1","0","1","0",5,3,3,1,4,2,2,10,10,10,641
"642","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"0","1","0","0","1","1","1","0",5,4,5,1,2,5,22,9,7,6,642
"643","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,3,"0","1","0","0","1","1","1","0",5,4,5,1,2,5,0,5,0,0,643
"644","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"1","1","0","1","1","0","1","0",4,5,1,1,1,3,0,9,9,10,644
"645","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"1","1","0","1","1","0","1","0",4,5,1,1,1,3,2,8,8,10,645
"646","GP","M",17,"U","GT3","T",2,2,"other","other","home","father",2,1,0,"0","0","0","0","1","0","1","0",4,4,4,2,3,4,8,8,8,9,646
"647","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"0","0","0","0","1","1","1","0",5,2,2,1,1,2,2,9,12,13,647
"648","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"0","0","0","0","1","1","1","0",5,2,2,1,1,2,4,12,12,13,648
"649","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"0","0","1","1","1","1","1","1",5,4,4,3,4,5,2,9,9,10,649
"650","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"0","0","0","1","1","1","1","1",5,4,4,3,4,5,0,11,11,14,650
"651","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"0","1","1","1","1","1","1","0",5,5,5,2,4,5,2,8,8,7,651
"652","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"0","1","0","1","1","1","1","0",5,5,5,2,4,5,16,6,5,5,652
"653","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",2,1,3,"0","1","0","1","0","0","0","0",4,5,2,1,1,2,10,8,7,8,653
"654","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"0","1","1","0","1","1","1","0",4,4,3,1,3,5,4,14,12,11,654
"655","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"0","1","0","0","1","1","1","0",4,4,3,1,3,5,0,14,15,15,655
"656","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,0,"0","0","0","1","0","1","1","0",4,3,4,1,4,4,4,6,5,6,656
"657","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,0,"0","0","0","1","0","1","1","0",4,3,4,1,4,4,4,11,9,10,657
"658","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"0","0","0","1","0","1","1","0",4,3,5,3,5,5,0,17,18,17,658
"659","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"0","0","0","1","0","1","1","0",4,3,5,3,5,5,3,14,15,16,659
"660","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"0","1","0","1","1","1","1","1",4,3,4,2,3,4,6,11,13,14,660
"661","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"0","1","0","1","1","1","1","1",4,3,4,2,3,4,12,12,12,11,661
"662","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"0","1","1","1","1","1","1","1",5,2,3,1,1,2,4,11,11,13,662
"663","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"0","1","0","1","1","1","1","1",5,2,3,1,1,2,4,10,10,11,663
"664","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"0","0","0","0","1","1","1","0",5,2,3,1,2,5,4,13,13,14,664
"665","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"0","0","0","0","1","1","1","0",5,2,3,1,2,5,4,17,15,16,665
"666","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","1","0","1","0","1","1","0",4,2,1,1,2,5,6,10,8,9,666
"667","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"1","1","0","1","1","1","1","1",4,5,5,1,3,2,0,13,13,13,667
"668","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"1","1","0","1","1","1","1","1",4,5,5,1,3,2,14,11,9,9,668
"669","GP","M",17,"U","LE3","A",3,2,"other","other","reputation","mother",1,2,0,"0","1","0","0","1","1","1","0",4,4,4,1,2,5,10,16,18,18,669
"670","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,0,"0","0","0","0","1","1","1","0",4,4,4,3,4,3,18,13,13,13,670
"671","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,1,"0","0","0","0","1","1","1","0",4,4,4,3,4,3,19,11,9,10,671
"672","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"0","0","1","1","1","1","1","1",4,5,4,2,4,5,30,8,8,8,672
"673","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"0","0","0","1","1","1","1","1",4,5,4,2,4,5,22,11,11,10,673
"674","GP","M",17,"U","LE3","A",4,4,"health","other","reputation","mother",1,3,0,"0","1","0","0","1","1","1","0",4,4,2,1,2,4,2,12,15,15,674
"675","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"0","1","0","1","1","1","1","0",4,4,4,1,2,5,0,9,10,10,675
"676","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"0","1","0","1","1","1","1","0",4,4,4,1,2,5,2,7,9,8,676
"677","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"0","0","1","1","0","1","1","1",4,4,2,5,5,4,4,14,13,13,677
"678","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"0","0","0","1","0","1","1","1",4,4,2,5,5,4,0,16,16,16,678
"679","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"0","1","1","0","0","1","1","0",5,3,3,1,3,3,2,12,11,12,679
"680","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"0","1","0","0","0","1","1","0",5,3,3,1,3,3,0,10,11,11,680
"681","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"0","0","0","1","1","1","1","1",2,5,5,1,4,5,8,15,15,15,681
"682","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"0","0","0","1","1","1","1","1",2,5,5,1,4,5,14,12,12,12,682
"683","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"0","0","1","1","1","1","1","0",4,4,4,4,4,4,4,10,9,9,683
"684","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"0","0","0","1","1","1","1","0",4,4,4,4,4,4,0,10,11,11,684
"685","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"0","0","1","0","1","1","1","0",4,1,1,2,2,5,0,11,11,10,685
"686","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"0","0","0","0","1","1","1","0",4,1,1,2,2,5,0,12,13,13,686
"687","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"0","1","1","0","1","1","1","1",5,3,5,4,5,3,13,12,12,13,687
"688","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",5,3,5,4,5,3,15,13,12,12,688
"689","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"0","1","1","1","1","1","1","0",4,4,4,1,3,5,0,13,11,10,689
"690","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",4,4,4,1,3,5,0,11,9,10,690
"691","GP","M",18,"R","GT3","T",2,2,"services","other","reputation","mother",1,1,2,"0","1","0","1","1","1","1","0",3,3,3,1,2,4,0,7,4,0,691
"692","GP","M",18,"R","GT3","T",2,3,"other","services","reputation","father",1,1,0,"0","0","0","0","1","1","1","0",3,1,3,4,5,4,13,13,14,14,692
"693","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"0","0","0","1","0","1","0","0",5,3,2,1,1,3,1,13,12,12,693
"694","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"0","0","0","1","0","1","0","0",5,3,2,1,1,3,2,10,11,12,694
"695","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"0","0","0","0","1","1","1","1",5,3,2,1,2,4,4,15,14,17,695
"696","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"0","0","0","0","1","1","1","1",5,3,2,1,2,4,9,16,15,16,696
"697","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"0","1","1","1","1","1","1","0",4,2,5,3,4,1,13,17,17,17,697
